ID,APAAC1_A,APAAC1_C,APAAC1_D,APAAC1_E,APAAC1_F,APAAC1_G,APAAC1_H,APAAC1_I,APAAC1_K,APAAC1_L,APAAC1_M,APAAC1_N,APAAC1_P,APAAC1_Q,APAAC1_R,APAAC1_S,APAAC1_T,APAAC1_V,APAAC1_W,APAAC1_Y,APAAC1_HB_lam1,APAAC1_HL_lam1,APAAC1_SC_lam1
Seq_3879,9.1138,0.0,5.0632,8.1012,3.0379,8.1012,0.0,4.0506,1.0126,14.1771,1.0126,1.0126,4.0506,5.0632,8.1012,2.0253,5.0632,11.1391,0.0,3.0379,-0.0015,-0.0025,-0.0086
Seq_3880,59.9157,25.9635,69.9016,79.8876,55.9213,52.9255,20.9705,92.8693,85.8791,103.8538,30.9564,52.9255,40.9424,37.9466,53.9241,85.8791,52.9255,47.9325,18.9733,55.9213,0.0003,0.0013,-0.0002
Seq_3881,64.9812,4.9986,51.985,49.9856,25.9925,67.9804,25.9925,30.991,9.9971,55.9838,13.996,16.9951,47.9861,28.9916,50.9853,36.9893,44.987,42.9876,27.9919,27.9919,-0.0003,0.0002,0.0003
Seq_3882,24.7037,3.9526,14.8222,25.6919,5.9289,16.7985,0.9881,17.7867,10.8696,21.7393,3.9526,2.9644,12.8459,7.9052,23.7156,10.8696,8.8933,18.7748,0.0,3.9526,0.0015,0.0049,0.0055
Seq_3883,43.0383,13.0116,40.0356,56.0499,28.0249,40.0356,20.0178,25.0223,49.0436,84.0748,25.0223,24.0214,24.0214,31.0276,36.0321,46.041,42.0374,44.0392,6.0053,28.0249,-0.0016,-0.0009,0.0016
Seq_3884,51.6215,0.9927,41.6943,14.8908,13.8981,38.7161,11.9127,15.8835,0.9927,41.6943,6.949,1.9854,22.8326,12.9054,39.7088,12.9054,21.8399,29.7816,5.9563,11.9127,0.0019,0.0001,0.0053
Seq_3885,41.5309,0.0,21.7543,23.7319,12.8548,29.6649,7.9106,10.8771,0.9888,35.5979,7.9106,6.9218,23.7319,8.8995,23.7319,7.9106,15.8213,20.7654,6.9218,9.8883,0.0022,-0.0004,0.0093
Seq_3886,33.7772,0.9934,19.869,30.7969,20.8624,43.7117,15.8952,24.8362,19.869,46.6921,19.869,21.8559,34.7707,9.9345,25.8297,19.869,22.8493,40.7314,6.9541,13.9083,0.0025,0.0006,0.0034
Seq_3887,34.4669,5.9086,16.7411,33.4822,16.7411,28.5583,4.9238,17.7259,24.6192,35.4517,6.8934,12.802,13.7868,3.9391,14.7715,17.7259,24.6192,33.4822,0.9848,10.8325,0.0045,0.0046,0.0061
Seq_3888,13.973,1.9961,6.9865,15.9691,9.9807,9.9807,1.9961,15.9691,18.9633,15.9691,3.9923,9.9807,2.9942,0.9981,4.9904,6.9865,7.9846,8.9826,0.0,7.9846,-0.0018,-0.0002,0.004
Seq_3889,9.8211,0.9821,20.6242,25.5348,11.7853,12.7674,3.9284,40.2663,21.6063,41.2485,13.7495,10.8032,8.839,4.9105,14.7316,15.7137,17.6779,15.7137,3.9284,16.6958,0.0079,0.0106,-0.0006
Seq_3890,42.6933,5.9572,12.9073,13.9002,10.9216,24.8217,6.9501,8.9358,16.8788,19.8574,15.8859,3.9715,6.9501,11.9144,5.9572,9.9287,12.9073,23.8288,0.9929,4.9643,0.0008,0.0,0.0063
Seq_3891,22.0106,1.0005,13.0062,10.0048,12.0058,13.0062,2.001,9.0043,7.0034,22.0106,6.0029,12.0058,7.0034,7.0034,13.0062,14.0067,4.0019,13.0062,5.0024,11.0053,0.0006,-0.0023,0.0013
Seq_3892,18.4662,2.9157,10.691,7.7752,1.9438,4.8595,2.9157,9.719,0.9719,12.6348,3.8876,0.0,3.8876,1.9438,16.5224,6.8033,7.7752,10.691,1.9438,1.9438,0.0119,0.0064,0.0097
Seq_3893,16.8833,4.9657,21.849,34.7598,14.8971,29.7941,9.9314,23.8353,28.801,39.7255,8.9382,6.952,12.9108,1.9863,17.8765,24.8284,21.849,34.7598,0.0,5.9588,-0.0013,0.0027,0.0055
Seq_3894,24.8579,27.8408,28.8351,23.8636,61.6475,35.7953,15.909,63.6362,51.7044,101.4201,20.8806,45.7385,26.8465,26.8465,23.8636,52.6987,42.7555,42.7555,9.9431,21.8749,0.0034,0.0032,-0.0009
Seq_3895,34.131,1.0039,12.0462,25.0963,6.0231,30.1156,2.0077,3.0116,7.027,34.131,1.0039,2.0077,21.0809,0.0,31.1194,5.0193,9.0347,23.0886,4.0154,9.0347,-0.0046,0.0003,0.0005
Seq_3896,26.7003,34.6114,22.7447,27.6892,16.8113,37.5781,14.8335,14.8335,17.8002,29.6669,6.9223,16.8113,28.678,26.7003,30.6558,29.6669,23.7336,35.6003,7.9112,9.889,0.0008,0.0015,0.0088
Seq_3897,34.9578,2.9964,20.9747,24.9698,9.9879,27.9662,9.9879,18.9771,16.9795,28.965,12.9843,11.9855,12.9843,8.9891,21.9735,16.9795,23.971,25.9686,6.9916,11.9855,-0.0019,-0.0014,0.0045
Seq_3898,23.861,4.971,28.832,33.803,20.8783,28.832,2.9826,35.7914,44.7393,25.8494,6.9594,15.9073,9.9421,4.971,21.8725,19.8841,18.8899,22.8668,3.9768,19.8841,0.0009,0.0049,-0.0
Seq_3899,21.2467,0.0,26.3054,27.3172,16.188,29.3407,5.0587,20.235,17.1997,21.2467,6.0705,14.1645,10.1175,11.1292,16.188,22.2584,24.2819,29.3407,4.047,17.1997,-0.006999999999999999,-0.0051,0.0003
Seq_3900,47.8936,3.9911,18.9579,36.918,15.9645,26.9401,17.9601,29.9335,12.9712,84.8115,14.9667,31.929,20.9534,39.9113,35.9202,43.9024,27.9379,30.9313,4.9889,16.9623,-0.0033,0.0007,0.0048
Seq_3901,21.8924,2.9853,12.9364,23.8827,8.956,16.9169,6.9658,20.8973,21.8924,15.9218,4.9756,13.9316,9.9511,5.9707,3.9804,12.9364,18.9071,20.8973,0.9951,4.9756,0.0005,0.0029,0.0015
Seq_3902,22.8829,0.0,11.9389,15.9186,4.9746,19.8982,1.9898,28.8524,13.9287,12.9338,4.9746,6.9644,9.9491,0.9949,13.9287,4.9746,4.9746,18.9033,0.9949,6.9644,-0.0003,-0.0001,0.0054
Seq_3903,13.9091,1.987,10.9286,11.9221,12.9156,12.9156,1.987,13.9091,13.9091,20.8636,6.9545,14.9026,8.9415,13.9091,10.9286,18.8766,15.8961,24.8376,1.987,7.948,0.0044,0.0031,-0.001
Seq_3904,1.9848,3.9696,4.962,4.962,1.9848,3.9696,0.9924,1.9848,5.9544,5.9544,1.9848,0.0,1.9848,0.9924,4.962,0.9924,1.9848,9.924,0.0,4.962,0.0027,0.0005,0.0044
Seq_3905,14.1227,3.0263,10.0877,16.1402,7.0614,16.1402,4.0351,14.1227,11.0964,22.1928,8.0701,4.0351,7.0614,9.0789,13.1139,10.0877,10.0877,14.1227,3.0263,6.0526,-0.0057,-0.0038,0.0007
Seq_3906,11.9726,3.9909,13.9681,12.9703,15.9635,10.9749,4.9886,22.9475,19.9544,23.9453,4.9886,15.9635,2.9932,9.9772,5.9863,13.9681,12.9703,15.9635,0.9977,10.9749,0.0018,-0.0011,0.0016
Seq_3907,4.9386,1.9754,6.914,17.7788,8.8894,10.8648,5.9263,10.8648,10.8648,9.8771,6.914,8.8894,7.9017,3.9508,6.914,2.9631,7.9017,12.8403,1.9754,10.8648,0.0088,0.0077,-0.0042
Seq_3908,24.9759,0.999,12.9875,34.9663,10.9894,30.9701,1.9981,26.974,18.9817,34.9663,8.9913,11.9884,8.9913,1.9981,18.9817,22.9778,18.9817,29.9711,3.9961,8.9913,0.0002,-0.0031,0.0039
Seq_3909,14.8799,0.992,8.928,12.8959,3.968,9.92,3.968,10.9119,4.96,16.8639,4.96,8.928,7.936,5.952,8.928,4.96,9.92,10.9119,2.976,6.944,0.0022,-0.0004,0.0062
Seq_3910,28.7303,0.9907,9.907,22.7861,3.9628,27.7396,3.9628,8.9163,15.8512,33.6838,3.9628,9.907,10.8977,4.9535,18.8233,7.9256,10.8977,31.7024,0.9907,9.907,0.0011,0.0013,0.0069
Seq_3911,9.9037,4.9519,6.9326,7.923,2.9711,14.8556,6.9326,2.9711,1.9807,14.8556,5.9422,3.9615,3.9615,5.9422,9.9037,4.9519,11.8845,11.8845,1.9807,0.9904,0.0051,0.0008,0.0037
Seq_3912,9.0514,4.0228,5.0286,11.0628,4.0228,15.0857,5.0286,9.0514,6.0343,14.0799,4.0228,4.0228,3.0171,4.0228,10.0571,8.0457,7.04,11.0628,2.0114,1.0057,-0.005,-0.0011,0.0004
Seq_3913,67.6571,7.9597,69.647,48.7529,40.7932,28.8537,17.9092,54.7226,72.6318,76.6117,22.884,64.6722,24.8739,37.8084,31.8386,53.7277,39.7983,54.7226,9.9496,33.8285,0.0016,0.001,0.0024
Seq_3914,24.7328,6.9252,25.7221,31.658,16.8183,27.7007,4.9466,19.7862,30.6686,36.6045,7.9145,16.8183,6.9252,15.829,16.8183,28.69,14.8397,22.7542,3.9572,27.7007,0.0015,0.0068,0.0025
Seq_3915,12.7666,0.982,9.8205,11.7845,2.9461,9.8205,1.9641,14.7307,10.8025,7.8564,1.9641,0.982,6.8743,0.0,10.8025,5.8923,2.9461,15.7127,0.982,1.9641,0.005,0.0142,-0.0012
Seq_3916,13.6811,0.9772,8.795,11.7266,2.9317,15.6355,2.9317,21.4988,9.7722,10.7494,2.9317,7.8177,10.7494,7.8177,10.7494,7.8177,9.7722,14.6583,0.9772,5.8633,0.0068,0.0089,0.0071
Seq_3917,8.1785,3.0669,11.2454,16.357,13.2901,7.1562,8.1785,11.2454,7.1562,20.4463,3.0669,3.0669,9.2008,5.1116,13.2901,15.3347,4.0893,15.3347,4.0893,5.1116,-0.0082,-0.0049,-0.0092
Seq_3918,28.3885,4.0555,19.2636,30.4163,7.0971,34.4718,12.1665,19.2636,17.2359,40.555,9.1249,7.0971,15.2081,6.0833,23.3191,8.111,14.1943,40.555,1.0139,11.1526,-0.0097,-0.0064,0.0022
Seq_3919,33.933,6.9862,18.9626,19.9606,7.9842,39.9212,8.9823,22.9547,16.9665,24.9508,8.9823,10.9783,14.9705,9.9803,7.9842,15.9685,18.9626,35.9291,3.9921,7.9842,-0.0024,-0.0048,0.0092
Seq_3920,23.1536,0.0,16.1069,30.2004,8.0534,11.0735,6.0401,0.0,22.1469,41.2738,4.0267,5.0334,10.0668,19.1269,17.1135,16.1069,12.0801,15.1002,5.0334,7.0468,-0.0073,-0.0016,0.0022
Seq_3921,33.9138,8.9772,14.962,26.9316,7.9797,35.9088,8.9772,21.9443,28.9265,26.9316,4.9873,7.9797,17.9544,8.9772,7.9797,8.9772,11.9696,39.8986,2.9924,10.9721,-0.0033,-0.0018,0.0077
Seq_3922,21.9124,1.992,19.9204,31.8726,12.9482,34.8607,3.9841,50.797,39.8408,28.8846,3.9841,25.8965,14.9403,3.9841,13.9443,23.9045,12.9482,32.8686,2.9881,16.9323,-0.0016,0.0015,0.0041
Seq_3923,16.8459,4.9547,11.8913,25.7644,2.9728,11.8913,0.9909,15.855,18.8278,17.8369,2.9728,2.9728,7.9275,1.9819,19.8188,11.8913,5.9456,15.855,1.9819,3.9638,-0.0023,0.0052,0.0062
Seq_3924,9.994,5.9964,11.9928,13.9916,5.9964,13.9916,2.9982,6.9958,18.9886,13.9916,4.997,10.9934,10.9934,7.9952,9.994,12.9922,7.9952,5.9964,5.9964,5.9964,-0.0029,0.001,0.0025
Seq_3925,44.7806,15.922,24.8781,28.8586,14.9269,51.7465,14.9269,36.8196,38.8098,54.7318,11.9415,33.8342,27.8635,15.922,17.9122,39.805,46.7708,37.8147,5.9707,14.9269,-0.0005,0.0009,0.0045
Seq_3926,39.5551,7.911,27.6886,22.7442,13.8443,39.5551,4.9444,19.7775,10.8776,31.6441,10.8776,5.9333,17.7998,12.8554,32.6329,18.7887,18.7887,26.6997,7.911,8.8999,0.0015,0.0015,0.0081
Seq_3927,23.7442,0.9893,18.7975,31.659,13.8508,26.7123,1.9787,37.5951,30.6696,23.7442,6.9254,10.8828,11.8721,3.9574,18.7975,17.8082,10.8828,23.7442,8.9041,14.8402,0.0019,0.0073,0.0015
Seq_3928,28.6446,3.951,20.7426,19.7549,20.7426,32.5956,4.9387,26.6691,21.7304,24.6936,8.8897,13.8284,18.7671,4.9387,8.8897,26.6691,31.6078,17.7794,2.9632,17.7794,0.0009,0.0014,0.0099
Seq_3929,27.8248,0.9937,9.9374,12.9187,8.9437,21.8624,3.975,7.9499,15.8999,16.8936,8.9437,7.9499,7.9499,2.9812,10.9312,14.9062,5.9625,17.8874,5.9625,1.9875,-0.0009,-0.0018,0.009000000000000001
Seq_3930,17.5478,0.0,2.9246,2.9246,20.4725,20.4725,2.9246,13.6483,9.7488,25.3469,2.9246,5.8493,3.8995,0.0,7.799,10.7237,8.7739,22.4222,2.9246,5.8493,0.0145,0.0052,0.0054
Seq_3931,10.9812,0.0,10.9812,7.9864,5.9898,13.9761,0.9983,3.9932,6.9881,21.9625,1.9966,4.9915,9.9829,7.9864,3.9932,11.9795,6.9881,9.9829,0.0,2.9949,-0.0045,-0.0006,0.0069
Seq_3932,14.0394,0.0,12.0338,14.0394,7.0197,12.0338,5.0141,9.0254,15.0423,17.0479,6.0169,11.031,8.0225,10.0282,16.0451,16.0451,18.0507,27.0761,3.0085,12.0338,-0.0005,-0.0017,-0.0006
Seq_3933,25.7276,2.9686,24.738,31.6647,15.8323,18.8009,6.9267,19.7904,34.6333,33.6437,7.9162,10.8847,24.738,15.8323,17.8114,27.7066,24.738,40.5704,0.9895,13.8533,0.0005,0.0056,0.0044
Seq_3934,31.8736,15.9368,19.921,39.842,17.9289,41.8341,12.9487,34.8618,36.8539,51.7946,10.9566,49.8025,20.9171,16.9329,19.921,43.8262,27.8894,32.8697,9.9605,25.8973,0.0008,0.0017,0.0014
Seq_3935,29.8675,15.9293,35.841,56.7483,20.9073,39.8234,14.9338,48.7836,42.8101,72.6777,16.9249,23.894,31.8587,20.9073,38.8278,48.7836,47.788,36.8366,11.947,36.8366,0.001,0.0008,0.0026
Seq_3936,36.7691,4.9688,35.7753,30.8065,26.8315,26.8315,13.9126,38.7566,40.7441,51.6755,10.9313,23.8502,25.8377,23.8502,24.844,37.7628,21.8627,22.8565,4.9688,17.8877,0.0008,0.0005,0.005
Seq_3937,34.9026,4.9861,28.9193,36.897,25.9276,29.9165,15.9555,37.8943,36.897,51.8553,12.9638,29.9165,27.9221,17.9499,23.9332,34.9026,24.9304,24.9304,4.9861,16.9527,-0.0007,-0.0013,0.0048
Seq_3938,33.9434,0.9983,21.9634,17.97,14.975,27.9534,5.99,19.9667,9.9833,32.945,10.9817,15.9734,20.965,16.9717,10.9817,26.955,24.9584,23.96,5.99,13.9767,-0.003,-0.0023,0.006999999999999999
Seq_3939,37.2968,0.0,17.1364,22.1765,18.1444,27.2166,5.0401,15.1203,28.2246,31.2487,16.1283,16.1283,16.1283,15.1203,11.0882,19.1524,24.1925,13.1043,8.0642,19.1524,-0.0068,-0.0049,0.0037
Seq_3940,26.7613,0.9912,6.9381,5.947,3.9646,11.8939,2.9735,5.947,6.9381,9.9116,1.9823,5.947,6.9381,2.9735,4.9558,10.9028,7.9293,14.8674,0.0,4.9558,-0.0047,-0.0025,0.016
Seq_3941,17.0699,3.0123,13.0535,13.0535,15.0617,13.0535,5.0206,6.0247,7.0288,14.0576,2.0082,4.0164,10.0411,9.037,15.0617,8.0329,5.0206,13.0535,5.0206,4.0164,0.0026,0.0023,-0.009000000000000001
Seq_3942,37.421,10.8324,15.7562,21.6648,8.8629,38.4057,6.8933,25.6038,8.8629,30.5276,1.9695,6.8933,21.6648,8.8629,23.6343,14.7714,16.741,41.36,0.0,0.9848,0.001,-0.0026,0.0169
Seq_3943,40.9639,6.9938,28.9745,92.9181,42.9621,34.9692,9.9912,47.9577,59.9472,65.9419,17.9841,33.9701,37.9665,14.9868,38.9657,35.9683,28.9745,49.956,12.9886,29.9736,-0.0004,0.001,0.0003
Seq_3944,66.9286,10.9883,39.9574,66.9286,31.9659,59.9361,19.9787,53.9425,44.952,68.9265,17.9808,32.9648,41.9552,10.9883,45.951,26.9712,26.9712,58.9371,1.9979,41.9552,0.0003,0.0007,0.0
Seq_3945,140.7636,9.9129,53.5298,44.6082,26.7649,70.3818,20.8172,23.791,21.8084,72.3644,25.7736,17.8433,45.5995,26.7649,80.2947,44.6082,21.8084,53.5298,6.9391,25.7736,-0.0016,0.0005,0.0098
Seq_3946,33.026,4.0031,23.0181,20.0157,20.0157,42.033,13.0102,13.0102,12.0094,40.0315,8.0063,19.015,19.015,12.0094,28.022,27.0212,25.0197,29.0228,10.0079,19.015,-0.0019,-0.0018,0.0029
Seq_3947,32.9956,3.9995,22.9969,19.9973,19.9973,41.9944,12.9983,12.9983,11.9984,40.9945,7.9989,18.9975,18.9975,11.9984,26.9964,26.9964,24.9967,28.9961,9.9987,18.9975,-0.0013,-0.0016,0.0031
Seq_3948,16.9053,11.9331,8.9498,31.8217,13.922,22.8718,5.9666,22.8718,38.7826,26.8495,4.9721,10.9387,12.9275,2.9833,13.922,12.9275,11.9331,15.9108,1.9889,18.8941,0.0004,0.0053,-0.0001
Seq_3949,18.0419,7.0163,11.0256,16.0373,4.0093,4.0093,2.0047,10.0233,16.0373,27.0629,5.0116,5.0116,8.0186,10.0233,3.007,7.0163,9.021,10.0233,2.0047,4.0093,-0.0038,-0.003,0.0044
Seq_3950,20.0861,7.0301,8.0344,15.0646,4.0172,7.0301,2.0086,11.0473,17.0732,27.1162,5.0215,6.0258,8.0344,10.043,3.0129,6.0258,8.0344,10.043,2.0086,4.0172,-0.0035,-0.0044,0.0037
Seq_3951,18.9953,2.9993,13.9965,21.9945,16.9958,20.9948,3.999,8.9978,15.996,31.992,4.9988,6.9983,14.9963,7.998,12.9968,17.9955,10.9973,27.993,0.9998,9.9975,-0.0011,-0.0027,0.004
Seq_3952,86.4192,7.9466,40.7263,16.8865,26.8197,77.4793,5.9599,24.8331,13.9065,48.6729,12.9132,59.5994,36.753,36.753,25.8264,75.4926,56.6195,43.7063,21.8531,51.6528,-0.0007,-0.0015,0.0089
Seq_3953,31.695,9.9047,44.5711,47.5425,20.7999,73.2947,10.8952,31.695,50.5139,69.3328,12.8761,51.5044,49.5235,52.4949,27.7331,45.5616,51.5044,31.695,9.9047,11.8856,-0.0005,0.0045,0.0055
Seq_3954,41.1782,4.0174,22.0956,31.1347,13.0565,45.1956,11.0478,19.0826,20.0869,33.1434,12.0522,14.0608,22.0956,12.0522,26.113,22.0956,26.113,32.1391,14.0608,11.0478,-0.004,-0.0019,0.0015
Seq_3955,27.7657,1.9833,0.9916,4.9582,9.9163,7.9331,1.9833,1.9833,0.9916,31.7322,0.9916,0.9916,7.9331,4.9582,12.8912,5.9498,4.9582,9.9163,2.9749,6.9414,0.0004,0.0037,0.0043
Seq_3956,21.7018,1.9729,0.9864,4.9322,12.8238,7.8916,2.9593,1.9729,0.9864,28.607,3.9458,0.9864,7.8916,5.9187,10.8509,6.9051,6.9051,10.8509,2.9593,5.9187,0.0013,0.0052,0.0071
Seq_3957,5.0184,4.0147,9.0331,7.0258,6.0221,12.0442,4.0147,8.0295,7.0258,10.0368,4.0147,7.0258,0.0,5.0184,7.0258,8.0295,11.0405,15.0552,0.0,5.0184,-0.0045,-0.0004,0.0013
Seq_3958,11.9773,4.9905,10.9792,15.9697,4.9905,15.9697,11.9773,13.9735,9.9811,27.947,4.9905,12.9754,5.9887,8.983,11.9773,9.9811,8.983,15.9697,5.9887,4.9905,0.0022,-0.0002,-0.0001
Seq_3959,22.6308,0.9839,16.7271,10.8234,2.9518,20.6629,4.9197,21.6468,20.6629,26.5666,5.9037,11.8074,2.9518,13.7753,3.9358,10.8234,11.8074,25.5826,0.9839,4.9197,0.0025,0.0022,0.0114
Seq_3960,15.0833,0.0,18.1,32.1778,12.0667,16.0889,2.0111,16.0889,26.1445,22.1222,11.0611,7.0389,7.0389,3.0167,15.0833,9.05,9.05,21.1167,1.0056,16.0889,-0.0064,0.0028,-0.002
Seq_3961,75.2148,6.9277,35.6281,17.814,10.8864,43.5454,8.907,17.814,2.969,34.6384,7.9173,9.8967,15.8347,9.8967,38.5971,9.8967,26.721,35.6281,4.9483,4.9483,-0.0008,0.0005,0.0107
Seq_3962,29.6305,1.9754,24.6921,39.5073,23.7044,30.6182,4.9384,22.7167,38.5196,44.4457,7.9015,16.7906,11.8522,1.9754,25.6798,24.6921,21.729,35.5566,3.9507,9.8768,0.0012,0.0046,0.0065
Seq_3963,15.0552,1.0037,20.0736,21.0773,3.011,13.0478,6.0221,15.0552,7.0258,23.0847,7.0258,5.0184,8.0294,7.0258,21.0773,11.0405,17.0626,23.0847,1.0037,2.0074,-0.0073,-0.0012,0.0049
Seq_3964,31.8933,2.99,25.9133,17.94,13.9533,32.89,7.9733,19.9333,9.9667,26.91,10.9633,8.97,19.9333,10.9633,16.9433,16.9433,17.94,24.9166,1.9933,8.97,0.0002,-0.0005,0.0036
Seq_3965,27.767,0.9917,15.8669,20.8253,7.9334,34.7088,1.9834,26.7753,17.8502,42.6422,7.9334,12.8918,10.9085,15.8669,19.8336,13.8835,8.9251,17.8502,6.9418,5.9501,0.0021,0.0007,0.0056
Seq_3966,39.7241,3.9724,25.8206,42.7034,29.793,44.6896,19.862,43.6965,31.7792,62.5654,17.8758,35.7517,19.862,23.8344,30.7861,44.6896,30.7861,32.7723,8.9379,13.9034,0.0023,0.0009,0.0037
Seq_3967,47.7257,0.9943,49.7143,27.84,22.8686,65.6228,7.9543,25.8514,49.7143,44.7428,11.9314,25.8514,40.7657,20.88,36.7886,35.7943,45.7371,44.7428,7.9543,27.84,-0.0026,-0.0,0.0083
Seq_3968,8.0318,7.0278,16.0637,11.0438,8.0318,11.0438,5.0199,9.0358,8.0318,9.0358,4.0159,3.0119,8.0318,1.004,14.0557,8.0318,6.0239,9.0358,2.008,4.0159,-0.0048,-0.0015,0.0024
Seq_3969,15.8361,2.9693,21.7746,34.6414,7.918,10.8873,4.9488,29.6926,22.7643,15.8361,11.877,7.918,2.9693,10.8873,21.7746,25.7336,15.8361,15.8361,0.0,4.9488,0.0035,0.0057,0.0011
Seq_3970,7.0187,1.0027,8.0214,10.0267,4.0107,6.016,6.016,11.0294,16.0427,21.0561,3.008,11.0294,3.008,7.0187,3.008,12.032,7.0187,6.016,0.0,3.008,-0.0051,0.0,0.0024
Seq_3971,9.0994,1.011,18.1989,16.1768,10.1105,6.0663,11.1215,12.1326,13.1436,26.2872,7.0773,9.0994,3.0331,8.0884,7.0773,12.1326,9.0994,7.0773,2.0221,6.0663,-0.0033,-0.0076,-0.0001
Seq_3972,23.8962,4.9784,25.8876,20.9092,8.9611,26.8832,15.9308,29.8703,28.8746,22.9005,4.9784,12.9438,8.9611,5.9741,13.9395,20.9092,18.9178,29.8703,1.9914,14.9351,-0.0023,-0.0004,0.0071
Seq_3973,37.7225,0.0,39.7079,30.7736,46.6567,42.686,9.927,42.686,48.6421,62.5399,16.8758,36.7298,20.8466,32.759,15.8831,44.6713,39.7079,30.7736,4.9635,43.6786,0.0033,0.003,0.0009
Seq_3974,65.178,2.9626,19.7509,16.7883,11.8505,23.7011,8.8879,18.7634,3.9502,22.7135,4.9377,9.8755,11.8505,6.9128,16.7883,13.8256,14.8132,19.7509,1.9751,9.8755,-0.0017,-0.0024,0.0166
Seq_3975,25.0245,2.002,22.0216,21.0206,14.0137,25.0245,8.0079,26.0255,14.0137,32.0314,8.0079,12.0118,21.0206,17.0167,22.0216,29.0285,22.0216,28.0275,6.0059,12.0118,-0.0034,-0.0027,0.0051
Seq_3976,18.7818,0.9885,0.9885,18.7818,5.9311,15.8163,2.9656,1.977,4.9426,19.7704,2.9656,0.0,7.9081,1.977,12.8507,6.9196,3.9541,15.8163,0.9885,2.9656,0.0004,0.0062,0.0049
Seq_3977,28.118,0.0,23.097,42.177,19.0801,34.1433,12.0506,28.118,24.1012,29.1222,15.0632,26.1096,20.0843,13.0548,12.0506,11.0464,31.1307,25.1054,0.0,18.0759,-0.0048,-0.0022,0.0028
Seq_3978,79.9257,27.6286,56.244,131.236,27.6286,45.3899,18.748,62.1644,120.3819,129.2626,20.7215,58.2175,33.5491,104.5941,59.2042,104.5941,52.2971,61.1777,4.9337,16.7745,0.0035,0.0063,0.0034
Seq_3979,7.9346,0.9918,5.9509,9.9182,4.9591,3.9673,1.9836,14.8773,15.8691,11.9018,2.9755,10.91,3.9673,2.9755,4.9591,8.9264,9.9182,2.9755,0.9918,7.9346,0.0026,0.0035,0.0021
Seq_3980,27.796,3.9709,23.8251,37.7231,19.8543,50.6284,6.949,29.7814,33.7522,56.5846,6.949,21.8397,19.8543,5.9563,20.847,27.796,26.8032,53.6065,0.0,11.9126,0.0008,0.0001,0.0064
Seq_3981,17.9702,0.0,28.952,48.9188,18.9685,27.9536,11.9801,33.9437,51.9138,45.9238,7.9867,30.9486,13.9768,17.9702,16.9718,30.9486,14.9751,23.9602,2.995,27.9536,-0.0003,0.003,-0.0011
Seq_3982,38.2296,4.0242,33.1994,28.1692,17.1027,39.2356,10.0604,41.2477,65.3927,64.3867,5.0302,48.29,23.139,22.1329,26.1571,37.2236,49.2961,41.2477,12.0725,28.1692,-0.0054,-0.0024,0.0018
Seq_3983,27.9703,5.9936,14.9841,18.9799,11.9873,26.9714,9.9894,22.9756,25.9724,33.9639,3.9958,11.9873,11.9873,14.9841,9.9894,14.9841,15.983,26.9714,0.0,6.9926,-0.0026,-0.0044,0.0081
Seq_3984,36.7148,6.946,20.8381,25.7996,16.869,28.7765,19.8458,17.8613,32.7456,40.684,13.8921,9.9229,122.0519,45.6454,18.8535,31.7533,26.7919,30.761,7.9383,20.8381,-0.0003,0.0006,0.0073
Seq_3985,57.3936,6.9268,69.2681,53.4354,31.6654,54.425,19.7909,56.4041,37.6027,51.4563,10.885,40.5713,50.4668,26.7177,35.6236,46.5086,46.5086,59.3727,3.9582,28.6968,0.0018,0.0049,0.0037
Seq_3986,27.8022,2.9788,11.9152,16.8799,9.9294,21.8446,5.9576,10.9223,10.9223,16.8799,11.9152,4.9647,11.9152,8.9364,12.9082,14.8941,22.8376,26.8093,0.9929,3.9717,-0.0035,-0.0043,0.0148
Seq_3987,14.9256,4.9752,27.861,20.8958,14.9256,27.861,10.9454,14.9256,19.9007,22.8859,9.9504,11.9404,22.8859,6.9653,14.9256,14.9256,11.9404,16.9156,8.9553,22.8859,-0.0001,0.0021,0.0029
Seq_3988,20.9192,0.9962,21.9154,39.8461,19.9231,23.9077,7.9692,27.8923,43.8307,48.8115,6.9731,21.9154,15.9384,9.9615,24.9038,27.8923,15.9384,41.8384,2.9885,13.9461,0.0011,0.0022,0.0006
Seq_3989,22.789,0.9908,17.8348,45.5779,8.9174,24.7706,5.9449,36.6605,33.688,24.7706,8.9174,9.9082,10.8991,2.9725,15.8532,14.8624,16.844,25.7614,0.9908,15.8532,0.0007,0.0037,0.0048
Seq_3990,13.9492,10.9601,10.9601,15.9419,4.9819,6.9746,2.9891,9.9637,16.9383,27.8984,4.9819,2.9891,13.9492,8.9673,12.9528,25.9057,14.9456,13.9492,1.9927,8.9673,0.001,-0.0002,0.0028
Seq_3991,15.9222,8.9562,15.9222,11.9417,6.966,6.966,3.9806,10.9465,20.8979,17.9125,5.9708,12.9368,10.9465,9.9514,12.9368,24.8785,15.9222,19.9028,1.9903,6.966,0.002,-0.0016,0.0045
Seq_3992,20.9546,1.9957,9.9784,21.9524,13.9697,17.9611,7.9827,22.9502,18.9589,18.9589,5.987,16.9632,9.9784,13.9697,10.9762,15.9654,11.974,21.9524,2.9935,16.9632,-0.0017,0.0033,0.0005
