CLASS,Molecular Weight,Aromaticity,Isoelectric Point,Gravy,Helix,Turn,Sheet,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
nonDRNA,35992.7097,0.085889571,5.64146328,-0.105828221,0.328220859,0.196319018,0.26073619600000003,8.28,1.23,7.98,4.29,2.15,10.12,3.37,5.83,5.52,10.43,3.07,3.68,2.45,3.07,3.99,3.37,6.75,7.98,2.15,4.29
nonDRNA,93051.5492,0.1,5.0330019,-0.300116279,0.295348837,0.29069767399999996,0.23604651199999999,9.42,0.81,5.93,4.88,3.26,10.35,1.74,3.6,3.95,7.91,1.4,6.28,5.23,3.72,3.72,7.21,5.81,8.02,2.44,4.3
nonDRNA,40968.885,0.08469945400000001,4.986052895,-0.320491803,0.281420765,0.183060109,0.303278689,10.11,2.19,7.65,8.47,3.01,8.2,2.73,4.37,3.01,8.74,3.01,1.09,4.64,2.73,7.92,4.37,5.74,6.56,2.46,3.01
nonDRNA,90259.3349,0.072590738,5.3414670939999995,-0.180225282,0.320400501,0.212765957,0.291614518,7.76,1.0,5.51,7.88,3.63,5.63,2.88,8.39,4.01,10.26,3.25,4.76,4.38,5.01,5.88,6.51,3.5,6.13,1.63,2.0
nonDRNA,29350.1432,0.06405694,5.781969261,0.111743772,0.302491103,0.263345196,0.30604982199999997,12.81,0.71,5.69,4.98,3.56,12.46,1.78,3.91,3.56,10.68,2.14,3.56,4.63,1.78,5.69,5.69,4.27,9.25,0.36,2.49
nonDRNA,126060.6965,0.113364055,7.2997407910000005,-0.549953917,0.330875576,0.24147465399999998,0.22764977,3.78,0.92,6.18,6.64,5.07,3.5,2.12,6.36,9.59,9.86,2.49,10.32,3.04,2.58,3.23,7.28,5.25,5.53,0.65,5.62
nonDRNA,21401.3332,0.050251255999999994,6.611989021,-0.35879397,0.23115577899999998,0.261306533,0.266331658,7.54,1.01,7.54,3.52,3.02,12.06,8.54,2.51,8.54,9.55,6.03,2.01,6.53,2.51,1.01,5.53,4.52,6.03,1.01,1.01
nonDRNA,37390.6694,0.082840237,5.249387932,-0.015088757,0.33727810700000005,0.186390533,0.310650888,10.65,0.59,3.25,8.58,1.78,5.62,1.18,7.4,6.51,9.47,2.37,3.25,5.03,4.14,2.96,4.73,7.4,8.58,1.48,5.03
nonDRNA,72990.5545,0.143302181,4.980653191,-0.454517134,0.31152648,0.24610591899999998,0.250778816,8.57,1.09,5.61,6.85,5.14,6.54,1.4,3.89,4.21,7.94,1.71,6.23,5.14,2.8,4.83,6.7,7.17,4.98,2.8,6.39
nonDRNA,33059.089,0.054313099000000004,4.983608818,-0.123642173,0.255591054,0.201277955,0.322683706,16.93,0.32,7.35,5.43,2.56,7.67,0.96,7.03,7.67,6.71,3.19,5.11,2.56,4.79,2.24,4.79,5.43,6.39,0.32,2.56
nonDRNA,78181.1077,0.088732394,8.503589439,-0.337042254,0.274647887,0.243661972,0.250704225,9.15,4.65,5.35,5.77,4.51,7.89,1.27,2.25,6.48,9.3,0.85,4.51,4.93,4.08,6.2,7.04,4.37,7.04,1.41,2.96
nonDRNA,45997.2053,0.12412178,4.628763008,-0.196252927,0.327868852,0.26697892300000003,0.24355971899999998,10.77,0.0,7.49,3.75,5.39,11.01,0.7,3.04,5.39,9.37,0.47,8.67,0.7,3.28,2.11,6.32,6.56,7.96,1.17,5.85
nonDRNA,12271.992,0.0625,6.300397682000001,-0.067857143,0.330357143,0.16964285699999998,0.267857143,8.93,0.0,4.46,8.93,3.57,8.93,0.0,8.04,8.04,7.14,1.79,1.79,1.79,6.25,5.36,4.46,6.25,11.61,0.0,2.68
nonDRNA,12259.0578,0.0625,5.839660835,0.066964286,0.35714285700000004,0.15178571400000002,0.267857143,9.82,0.0,7.14,8.04,3.57,8.93,0.89,10.71,8.93,8.04,0.89,0.89,1.79,3.57,5.36,3.57,4.46,10.71,0.0,2.68
nonDRNA,43658.1746,0.085365854,9.502720451,-0.258780488,0.26097561,0.263414634,0.23658536600000002,13.17,0.24,5.12,1.95,3.41,6.59,0.49,4.15,10.98,5.85,2.68,6.83,4.39,4.63,0.0,8.54,8.29,7.56,1.71,3.41
nonDRNA,28451.9147,0.058139535,6.613239479,-0.057751938,0.30620155,0.151162791,0.302325581,9.69,0.39,7.36,6.2,2.33,6.98,2.33,5.81,8.91,9.69,4.65,0.78,4.26,2.33,4.26,3.1,8.14,9.3,1.16,2.33
nonDRNA,22688.5544,0.097560976,6.28255024,-0.12195122,0.312195122,0.219512195,0.326829268,14.15,0.49,6.83,2.93,2.93,6.83,2.93,4.39,3.41,12.68,2.93,3.9,3.9,5.85,5.37,7.32,1.95,4.39,2.93,3.9
nonDRNA,24349.9203,0.079069767,7.724328041000001,-0.26372093,0.325581395,0.209302326,0.288372093,8.37,0.93,8.84,4.19,3.26,4.19,1.86,6.05,8.37,13.02,3.26,5.58,5.58,2.79,5.12,5.58,2.79,5.58,0.93,3.72
nonDRNA,23504.5541,0.09433962300000001,6.092196465,-0.148113208,0.311320755,0.188679245,0.32075471699999997,15.09,1.89,6.6,5.19,3.3,5.66,1.89,5.19,3.3,11.32,0.47,2.83,7.08,4.25,7.55,3.3,3.77,5.19,1.89,4.25
nonDRNA,48821.1225,0.130023641,8.755918694,-0.315839243,0.342789598,0.222222222,0.224586288,6.62,1.89,3.78,6.62,3.78,4.73,3.78,5.91,6.62,6.86,2.36,4.26,3.31,2.6,5.44,9.93,3.78,8.51,2.13,7.09
nonDRNA,22369.2313,0.095959596,6.438800621,-0.28030303,0.313131313,0.20202020199999998,0.272727273,7.58,1.52,5.56,7.58,4.55,3.54,2.02,3.54,7.58,9.6,2.53,1.52,3.03,4.55,5.05,12.12,4.55,8.59,0.51,4.55
nonDRNA,22798.8708,0.108374384,4.929668617,-0.15862069,0.344827586,0.216748768,0.33004926100000004,8.87,0.99,5.91,7.39,3.45,7.88,0.99,3.94,4.93,14.78,1.97,1.97,6.4,4.43,4.93,5.42,3.45,4.93,2.46,4.93
nonDRNA,21738.5945,0.089552239,6.311310767999999,-0.078109453,0.313432836,0.223880597,0.333333333,14.93,1.0,5.47,5.97,3.48,8.46,1.49,4.98,6.47,11.44,1.0,3.98,4.98,3.48,4.48,4.98,1.99,5.97,1.0,4.48
nonDRNA,22391.0554,0.098522167,5.573029137000001,-0.16453202,0.33497536899999997,0.261083744,0.29064039399999997,9.85,0.99,4.43,5.42,3.45,7.39,1.97,3.45,3.45,13.3,0.49,3.94,5.91,7.39,4.43,8.87,1.97,6.9,1.97,4.43
nonDRNA,10400.9719,0.031914894,8.211418724,-0.10212766,0.276595745,0.223404255,0.372340426,11.7,0.0,3.19,7.45,1.06,3.19,1.06,5.32,4.26,12.77,5.32,4.26,5.32,4.26,7.45,9.57,5.32,6.38,2.13,0.0
nonDRNA,58782.4264,0.086556169,5.650728035,-0.062799263,0.29650092100000003,0.309392265,0.222836096,7.55,1.47,4.97,2.76,5.34,8.47,2.03,4.6,2.21,8.29,3.68,7.37,9.39,4.24,3.87,5.71,6.63,8.1,0.92,2.39
nonDRNA,59899.371,0.091240876,5.433262062000001,-0.163138686,0.295620438,0.304744526,0.239051095,7.12,1.09,4.01,4.56,5.47,7.66,1.82,3.83,2.01,9.31,2.92,6.75,9.85,4.2,4.56,6.2,7.66,7.3,1.09,2.55
nonDRNA,58502.5757,0.09310987,5.303953362,-0.146182495,0.29422718800000003,0.290502793,0.234636872,8.19,1.12,4.84,4.66,6.15,8.57,2.61,5.21,1.86,8.01,2.61,5.4,9.12,5.03,4.66,5.96,5.96,6.89,0.56,2.61
nonDRNA,58948.8222,0.094444444,5.590649223,-0.212592593,0.29444444399999997,0.3,0.207407407,7.04,1.11,4.44,3.89,5.74,8.33,2.59,3.89,1.85,7.59,2.22,7.41,9.44,4.81,4.26,4.81,8.33,8.52,1.11,2.59
nonDRNA,58449.5299,0.08785046699999999,5.263313483999999,-0.167850467,0.306542056,0.304672897,0.23177570100000003,7.1,0.93,4.67,4.67,5.42,7.85,2.06,4.67,2.06,9.53,1.87,7.1,9.72,4.3,4.67,5.79,6.54,7.66,1.12,2.24
nonDRNA,59108.9637,0.098148148,5.401091194,-0.216851852,0.298148148,0.288888889,0.207407407,7.41,1.11,5.19,3.89,5.74,7.59,2.04,3.33,2.04,7.41,2.04,6.48,9.44,4.63,4.81,5.37,8.15,9.26,1.11,2.96
nonDRNA,58921.8466,0.096474954,5.58354435,-0.173654917,0.304267161,0.300556586,0.204081633,6.86,1.11,4.82,3.53,5.57,7.42,2.6,4.27,2.23,7.98,2.04,6.86,9.28,4.64,3.9,6.49,7.79,8.53,1.11,2.97
nonDRNA,50380.2055,0.086474501,5.592809105,-0.257427938,0.31485587600000003,0.20620842600000003,0.283813747,7.98,0.44,6.65,8.87,4.66,7.98,2.66,6.87,8.65,8.43,3.1,3.55,4.21,1.55,4.21,4.88,3.77,7.54,0.67,3.33
nonDRNA,12512.1528,0.090909091,5.2431356430000005,-0.294545455,0.3,0.17272727300000001,0.263636364,8.18,0.91,10.0,7.27,5.45,7.27,4.55,8.18,8.18,5.45,5.45,4.55,1.82,1.82,3.64,3.64,2.73,7.27,1.82,1.82
nonDRNA,47327.7348,0.075242718,8.308701515,-0.514805825,0.291262136,0.225728155,0.25,3.88,3.4,4.13,8.01,3.4,5.58,4.13,4.61,6.07,10.92,2.18,5.58,5.83,3.64,7.04,5.58,5.83,6.07,0.97,3.16
nonDRNA,17232.4799,0.113924051,5.849721336,-0.141139241,0.291139241,0.24683544300000002,0.202531646,7.59,1.27,7.59,2.53,4.43,10.76,1.9,5.06,7.59,4.43,5.7,5.06,3.8,1.27,1.27,5.06,9.49,8.23,1.9,5.06
nonDRNA,24880.3884,0.060085837,9.187405586,-0.254077253,0.25751073,0.25751073,0.266094421,9.44,0.0,5.15,4.72,3.0,9.44,0.43,4.29,10.73,7.73,4.72,4.72,4.72,4.29,1.29,6.87,7.73,7.73,0.86,2.15
nonDRNA,61879.3372,0.075704225,6.036323737999999,-0.31584507,0.272887324,0.24471831,0.22007042300000002,7.22,0.88,5.81,6.16,3.52,10.56,3.35,6.87,6.51,5.28,3.35,4.93,4.05,2.29,3.7,4.93,8.98,7.57,0.88,3.17
nonDRNA,53931.9899,0.107438017,5.385858345,-0.715909091,0.276859504,0.25413223100000004,0.173553719,5.37,0.0,10.12,3.51,4.34,8.88,2.07,4.34,9.09,6.61,1.86,7.02,2.89,4.55,2.07,6.61,8.26,5.99,1.03,5.37
nonDRNA,20663.2859,0.07777777799999999,5.042096138,-0.343888889,0.311111111,0.18333333300000001,0.322222222,5.0,2.78,6.11,11.67,5.0,5.56,3.33,6.11,6.67,12.78,2.78,6.11,1.11,1.67,5.0,5.56,5.56,4.44,0.56,2.22
nonDRNA,20648.2314,0.07777777799999999,5.024419212,-0.341666667,0.311111111,0.18888888899999998,0.316666667,5.0,2.78,6.11,11.11,5.0,5.56,3.33,6.11,6.11,12.78,2.78,6.67,1.11,2.22,5.0,5.56,5.56,4.44,0.56,2.22
nonDRNA,56335.8401,0.10869565199999999,8.91599369,-0.22312253,0.320158103,0.25494071100000004,0.22332015800000002,8.3,1.98,5.14,4.15,4.94,8.89,2.57,7.31,6.92,7.71,2.17,7.51,4.15,2.96,4.35,4.94,3.95,6.13,1.19,4.74
nonDRNA,21238.7967,0.075471698,7.574500465,-0.136320755,0.146226415,0.344339623,0.20754717,11.32,15.09,2.36,2.83,2.36,19.81,0.0,1.42,3.77,4.25,2.36,5.19,2.36,6.6,2.36,7.08,4.25,1.42,1.42,3.77
nonDRNA,36710.5982,0.123076923,9.351413155,-0.669538462,0.292307692,0.286153846,0.184615385,5.54,0.0,5.23,4.0,4.92,7.08,1.54,4.31,9.54,7.08,1.85,9.85,2.46,4.0,2.77,9.23,7.69,5.54,1.85,5.54
nonDRNA,23565.3369,0.079439252,4.867145729,-0.146728972,0.299065421,0.20093457899999997,0.224299065,8.41,2.34,7.48,4.21,4.21,7.48,4.21,7.01,4.21,7.48,2.34,5.14,4.21,7.48,1.4,3.27,7.94,7.48,1.87,1.87
nonDRNA,17423.6721,0.078947368,6.3718442920000005,-0.494078947,0.296052632,0.190789474,0.276315789,7.89,1.32,6.58,7.24,2.63,4.61,4.61,3.29,7.89,8.55,3.95,7.24,3.29,3.29,4.61,3.95,3.95,9.87,1.97,3.29
nonDRNA,32693.1704,0.09556314,5.385858345,-0.192832765,0.33105802,0.23549488100000002,0.266211604,6.83,0.68,5.8,6.14,3.41,8.87,1.02,7.51,6.14,10.24,3.41,4.44,5.12,4.78,4.1,5.12,4.44,5.8,0.68,5.46
nonDRNA,37450.4204,0.069970845,9.25864315,-0.317784257,0.204081633,0.21574344,0.23615160300000002,10.2,7.0,5.25,3.21,4.66,8.45,5.83,2.04,11.95,4.37,5.83,4.37,2.92,0.58,3.5,5.83,4.66,7.0,0.0,2.33
nonDRNA,59007.9042,0.135135135,6.553217506,-0.6003861,0.306949807,0.27027027,0.18725868699999998,6.37,0.0,6.37,4.25,4.25,9.65,3.67,4.44,5.02,5.6,2.51,8.88,3.09,2.9,4.83,5.41,6.37,7.14,4.05,5.21
nonDRNA,48815.8106,0.14150943400000002,4.676564598,-0.465330189,0.337264151,0.252358491,0.181603774,4.01,1.18,6.6,4.95,5.42,6.13,1.18,6.13,3.54,6.37,2.83,8.96,3.77,6.6,3.77,6.37,6.37,7.08,0.24,8.49
nonDRNA,21149.8894,0.057291667000000004,5.639871788,-0.183854167,0.291666667,0.229166667,0.260416667,7.81,1.56,5.73,7.29,3.12,8.33,3.65,7.81,4.17,7.81,3.12,3.65,4.69,4.17,5.73,6.25,4.69,7.81,1.04,1.56
nonDRNA,10902.6444,0.09,9.160780144,-0.106,0.25,0.25,0.27,11.0,8.0,3.0,3.0,4.0,9.0,0.0,3.0,6.0,10.0,3.0,5.0,6.0,3.0,7.0,5.0,6.0,3.0,1.0,4.0
nonDRNA,26773.9292,0.102459016,5.460431099,-0.042622951,0.31557377,0.229508197,0.24590163899999998,8.61,1.64,5.33,5.74,5.33,7.79,6.56,6.56,4.1,8.2,2.05,3.28,5.33,2.87,1.23,6.56,7.38,6.56,0.82,4.1
nonDRNA,21080.2076,0.12568306,5.4104127879999995,-0.56557377,0.273224044,0.158469945,0.322404372,13.11,1.09,9.84,7.65,8.74,6.56,5.46,2.73,2.73,9.84,1.64,2.73,3.83,3.28,9.29,2.73,2.73,2.19,1.64,2.19
nonDRNA,56586.6199,0.154761905,8.543624306,0.721428571,0.44246031700000005,0.214285714,0.26388888899999996,7.94,2.18,2.18,3.37,7.34,7.74,0.6,9.33,3.37,11.51,3.57,3.17,4.76,1.59,3.17,5.75,6.35,7.94,4.56,3.57
nonDRNA,43213.0294,0.091603053,5.241316795,-0.120356234,0.30025445300000003,0.208651399,0.30025445300000003,10.69,1.27,7.38,6.36,4.83,8.14,2.04,4.58,6.11,9.16,3.82,3.31,5.09,1.78,4.58,4.33,5.09,7.12,0.76,3.56
nonDRNA,41831.2982,0.10840108400000001,6.474552345,-0.339295393,0.333333333,0.241192412,0.203252033,4.61,1.9,6.5,6.78,5.69,7.59,2.17,8.94,9.76,7.32,1.63,5.96,3.25,3.52,2.98,7.32,2.71,6.23,1.36,3.79
nonDRNA,51622.3384,0.120614035,4.91432209,-0.409868421,0.300438596,0.22368421100000002,0.27412280699999997,10.09,0.22,5.92,7.24,3.73,6.58,1.97,4.82,5.04,6.36,3.73,6.36,3.95,3.95,3.73,5.48,5.7,6.8,3.51,4.82
nonDRNA,24414.6758,0.10185185199999999,5.029534721,-0.223611111,0.34259259299999995,0.226851852,0.268518519,6.48,0.93,6.48,8.33,5.09,6.02,0.46,11.11,9.72,10.19,1.85,5.56,2.78,3.24,2.31,8.33,3.24,2.78,0.93,4.17
nonDRNA,87658.2738,0.09287531800000001,5.84386692,-0.30216285,0.302798982,0.230279898,0.255725191,8.02,2.04,5.98,6.49,2.93,7.63,1.4,6.11,7.89,8.02,3.05,6.11,4.45,2.67,3.44,4.83,5.73,6.87,2.16,4.2
nonDRNA,17157.6174,0.02484472,8.392059135,-0.168944099,0.229813665,0.211180124,0.335403727,11.18,5.59,4.35,6.83,1.24,9.32,1.24,1.86,5.59,13.04,2.48,3.11,3.11,3.11,7.45,5.59,8.07,5.59,0.0,1.24
nonDRNA,76946.5633,0.098290598,7.544034767,-0.170797721,0.317663818,0.297720798,0.198005698,7.12,1.57,5.56,2.85,3.99,8.4,1.85,6.27,4.27,7.55,2.28,8.4,6.84,2.56,4.27,6.13,6.13,8.12,1.0,4.84
nonDRNA,37506.461,0.076246334,5.379151343999999,-0.274486804,0.299120235,0.228739003,0.281524927,9.97,1.17,7.04,7.62,3.52,5.57,1.17,8.5,11.44,9.09,1.47,6.45,4.4,0.88,1.17,6.45,5.28,4.69,1.47,2.64
nonDRNA,40208.4743,0.07821229099999999,5.223867226,-0.360614525,0.290502793,0.217877095,0.231843575,5.87,1.4,6.98,8.38,4.19,6.15,1.68,10.61,10.06,4.75,4.19,6.42,2.51,2.51,2.23,6.7,5.87,5.87,0.28,3.35
nonDRNA,164550.6624,0.078666667,5.1116102219999995,-0.759466667,0.235333333,0.23600000000000002,0.260666667,11.33,0.07,6.27,8.33,2.47,4.33,0.6,3.47,10.27,5.6,0.8,6.6,6.8,4.2,1.8,5.87,9.2,6.6,0.47,4.93
nonDRNA,48727.8923,0.082959641,6.560151863,0.209192825,0.365470852,0.266816143,0.230941704,6.28,1.79,4.48,4.71,6.05,5.83,2.24,5.61,5.83,10.99,1.12,4.93,6.73,3.36,2.91,9.19,4.04,11.66,1.35,0.9
nonDRNA,23240.6138,0.071770335,8.718720436,-0.093301435,0.320574163,0.200956938,0.258373206,7.18,1.44,2.87,7.18,3.83,5.74,2.39,8.13,8.13,10.05,1.44,3.35,3.83,4.78,3.35,7.18,9.09,6.7,1.91,1.44
nonDRNA,21094.0254,0.036458332999999996,5.545064354,-0.2875,0.270833333,0.208333333,0.296875,7.81,0.0,6.25,8.33,1.56,7.29,1.04,4.17,7.29,7.81,5.73,4.69,3.65,2.6,5.73,5.21,7.29,11.46,0.52,1.56
nonDRNA,122895.4277,0.06589492400000001,6.5801591870000005,-0.04220837,0.34194122899999996,0.313446126,0.262689225,3.83,1.6,4.45,4.99,3.65,7.84,1.69,5.7,4.63,16.12,1.34,7.66,4.9,2.58,4.45,10.95,4.9,5.79,0.71,2.23
nonDRNA,17960.6548,0.060240964,8.667145729,0.030722892,0.29518072300000003,0.22891566300000002,0.313253012,11.45,2.41,4.22,4.82,3.61,4.82,1.2,6.02,8.43,12.65,2.41,6.63,4.22,2.41,2.41,7.23,7.83,4.82,0.6,1.81
nonDRNA,44030.8475,0.094387755,5.246830177,-0.191326531,0.33928571399999996,0.227040816,0.28571428600000004,6.89,1.28,5.36,8.67,4.08,5.61,1.53,8.42,8.67,10.97,2.04,6.38,2.81,1.79,2.55,7.91,4.59,5.1,0.26,5.1
nonDRNA,57422.1736,0.062146892999999995,8.70299015,-0.066290019,0.286252354,0.17890772100000002,0.333333333,15.44,0.38,6.78,3.95,3.01,7.16,1.51,1.88,3.58,11.3,2.64,3.2,5.08,4.33,7.72,2.45,7.16,9.23,1.51,1.69
nonDRNA,78955.7387,0.09784172699999999,6.591924858,-0.226330935,0.33812949600000003,0.235971223,0.223021583,4.03,1.58,6.04,5.76,5.61,5.32,2.16,8.06,7.48,10.22,2.3,5.61,4.32,4.03,3.88,8.35,5.32,5.76,0.72,3.45
nonDRNA,34862.3761,0.09148265,5.531593513,0.037223975,0.347003155,0.208201893,0.258675079,10.73,0.63,6.62,5.99,4.42,8.83,2.52,8.83,4.42,7.26,1.89,5.05,2.84,2.21,5.68,4.1,3.79,9.46,0.95,3.79
nonDRNA,29067.9632,0.149425287,8.766233635,-0.344061303,0.329501916,0.32567049800000003,0.153256705,7.28,0.38,4.6,1.92,3.45,8.81,1.92,6.51,6.13,4.98,1.15,9.58,2.68,2.3,1.53,11.49,7.28,6.51,6.13,5.36
nonDRNA,84484.1057,0.107191316,6.548215675,-0.533921303,0.312075984,0.221166893,0.24423337899999997,6.78,0.68,5.43,7.19,3.8,5.43,1.76,5.83,8.41,8.14,2.31,6.24,5.29,5.43,3.8,5.16,4.88,6.51,2.17,4.75
nonDRNA,24254.9399,0.094170404,5.120818138,-0.306278027,0.304932735,0.34529148,0.174887892,4.04,0.9,6.73,4.93,5.38,7.62,0.45,6.28,7.17,7.62,0.9,7.17,7.17,0.9,2.69,12.56,6.28,7.17,1.35,2.69
nonDRNA,90511.2523,0.127044025,5.360678673,-0.610566038,0.314465409,0.279245283,0.213836478,5.53,0.13,5.16,7.42,3.65,7.04,0.88,6.92,8.55,6.42,2.01,9.94,4.15,2.39,2.26,6.79,6.29,5.41,2.52,6.54
nonDRNA,25991.7683,0.050209205,5.893146324,-0.064853556,0.29707113,0.20083682,0.326359833,10.88,0.84,4.18,8.79,2.93,5.86,1.67,5.86,8.37,10.04,2.93,2.51,4.6,4.18,3.35,7.11,5.02,8.79,0.42,1.67
nonDRNA,19041.0421,0.11801242199999999,4.97451458,-0.757142857,0.322981366,0.18633540399999998,0.204968944,1.86,0.62,9.94,8.07,4.35,6.21,4.97,8.07,8.07,8.07,2.48,6.21,2.48,4.97,2.48,3.73,5.59,4.35,2.48,4.97
nonDRNA,102491.2722,0.10031348,5.230631065,-0.27492163,0.289446186,0.327063741,0.18808777399999999,8.25,0.63,5.22,3.13,3.97,10.97,0.94,7.11,4.6,5.75,1.67,10.24,2.51,3.76,2.19,8.99,7.94,6.06,1.57,4.49
nonDRNA,25746.902,0.06882591099999999,5.45082531,0.154251012,0.295546559,0.226720648,0.344129555,19.03,0.4,6.48,4.86,4.05,9.72,1.21,6.48,4.86,9.72,0.81,5.67,2.43,1.21,4.86,4.86,4.05,6.48,1.62,1.21
nonDRNA,378732.1261,0.078970459,8.642712212000001,-0.14138637,0.300965195,0.22023983600000002,0.277274057,8.28,1.87,4.5,6.49,2.66,9.01,2.16,5.12,5.5,9.15,3.8,3.04,4.15,2.22,6.43,5.82,6.61,7.93,2.69,2.54
nonDRNA,378488.8644,0.079894644,8.788475227000001,-0.143049459,0.300556043,0.22124670800000001,0.276558385,8.4,1.84,4.51,6.35,2.75,8.96,2.22,4.95,5.59,9.1,3.8,3.07,4.13,2.14,6.47,5.97,6.5,8.02,2.72,2.52
nonDRNA,61628.2082,0.13003663,6.289655112999999,-0.35952381,0.320512821,0.254578755,0.227106227,6.96,0.92,4.95,5.13,4.4,7.33,1.47,5.31,7.51,7.69,2.93,6.78,4.76,4.21,2.01,6.59,6.41,6.04,2.75,5.86
nonDRNA,94641.4185,0.112293144,6.171827887999999,-0.444326241,0.290780142,0.23758865199999998,0.247044917,9.93,0.12,6.03,4.26,3.66,7.57,1.54,3.78,5.2,7.92,2.6,5.56,5.44,6.03,4.37,5.2,7.09,6.15,3.43,4.14
nonDRNA,93571.0965,0.11018957300000001,5.886496162,-0.430450237,0.286729858,0.24052132699999998,0.242890995,10.9,0.24,7.35,3.67,3.79,7.7,1.3,4.15,5.92,7.58,2.13,5.09,5.81,5.33,4.15,5.45,6.28,5.92,3.08,4.15
nonDRNA,48135.328,0.12864077699999998,6.147330284,-0.35461165,0.36407767,0.20145631100000003,0.240291262,4.85,0.0,5.58,6.07,6.55,3.88,2.67,8.01,7.28,11.41,1.7,6.8,3.88,6.55,3.16,5.58,5.58,4.13,1.21,5.1
nonDRNA,25001.259,0.079069767,4.97059269,-0.468372093,0.311627907,0.16744186,0.28372093,4.19,1.4,8.84,11.16,5.12,2.33,3.26,9.3,9.3,10.23,2.79,3.26,4.19,1.86,4.19,6.98,5.12,3.72,0.0,2.79
nonDRNA,37686.3906,0.063400576,6.20098629,0.026512968,0.30259366,0.216138329,0.23631123899999998,8.36,3.17,5.19,6.34,3.17,8.93,2.02,8.65,6.63,5.19,3.75,3.46,5.48,3.17,4.03,3.75,5.48,10.09,0.0,3.17
nonDRNA,84773.5312,0.06973848099999999,4.401350212,-0.394520548,0.240348692,0.20547945199999998,0.235367372,11.96,0.12,9.34,5.48,2.74,5.85,0.12,3.49,7.72,5.73,0.37,4.98,1.87,1.74,1.12,7.85,17.43,7.85,0.5,3.74
nonDRNA,30879.8024,0.105072464,7.701421927999999,-0.216666667,0.315217391,0.253623188,0.231884058,7.61,0.72,4.35,5.07,5.8,5.43,1.45,10.14,8.7,8.33,2.17,9.06,2.17,3.99,1.09,8.7,7.97,2.54,2.17,2.54
nonDRNA,35603.2232,0.094224924,5.803283882000001,-0.479027356,0.26443769,0.310030395,0.218844985,8.81,2.13,5.17,5.47,2.43,10.64,1.52,3.65,6.38,6.69,0.91,7.6,5.17,2.74,3.04,7.6,6.38,6.69,3.65,3.34
nonDRNA,47259.0097,0.070588235,6.788133049,-0.060470588,0.345882353,0.20705882399999997,0.305882353,7.29,0.71,3.53,9.41,4.0,8.24,2.12,5.88,5.88,12.0,1.88,4.94,3.06,1.65,6.82,4.47,5.41,9.65,0.0,3.06
nonDRNA,40538.3842,0.070080863,5.497774315,-0.073854447,0.315363881,0.223719677,0.288409704,8.63,1.08,6.2,6.47,3.23,9.16,0.81,6.47,7.82,10.78,2.96,3.77,4.31,3.5,3.5,5.12,5.12,7.28,2.16,1.62
nonDRNA,22463.1997,0.11794871800000001,6.62443676,0.263076923,0.415384615,0.143589744,0.328205128,9.23,0.51,3.59,8.21,5.13,2.56,0.51,9.74,8.21,12.82,2.56,3.08,2.56,3.08,3.59,6.15,4.62,7.18,2.56,4.1
nonDRNA,44399.6104,0.100755668,5.29053936,-0.325440806,0.304785894,0.234256927,0.25440806,8.82,1.26,7.3,5.29,3.53,5.79,2.02,6.3,6.55,8.31,3.02,7.3,3.27,2.77,3.27,7.05,5.79,5.79,1.01,5.54
nonDRNA,14889.9525,0.066666667,6.410778999,-0.298518519,0.25925925899999996,0.24444444399999998,0.251851852,6.67,4.44,3.7,8.15,2.96,7.41,2.96,5.19,8.89,5.93,4.44,5.19,3.7,3.7,2.22,8.15,4.44,8.15,0.74,2.96
nonDRNA,54997.9291,0.068359375,4.903352165,-0.305273438,0.255859375,0.2265625,0.298828125,13.09,0.78,7.23,6.84,2.73,10.35,1.76,3.91,2.54,8.2,1.76,2.15,6.05,3.52,7.23,4.1,7.03,6.64,1.95,2.15
nonDRNA,39720.8899,0.134897361,9.259287834,-0.523460411,0.322580645,0.173020528,0.24340176,7.04,1.17,4.4,7.92,5.87,7.04,3.23,5.57,7.04,7.92,1.47,2.05,4.11,3.23,8.5,4.11,6.45,5.28,0.59,7.04
nonDRNA,65127.3932,0.10782608699999999,4.906421471,-0.245565217,0.333913043,0.24,0.220869565,2.96,2.43,6.26,7.3,5.22,6.09,0.7,5.04,6.43,9.04,2.78,5.39,4.17,2.96,3.83,8.35,6.96,8.52,1.04,4.52
nonDRNA,57349.7196,0.082533589,5.456338692,-0.448176583,0.274472169,0.24184261,0.26487524,9.02,0.19,6.53,6.33,3.65,7.68,2.69,5.37,7.49,8.64,2.5,5.37,3.84,4.99,2.5,7.29,6.14,5.18,0.96,3.65
nonDRNA,67689.5622,0.10130719,5.350845528,-0.588235294,0.27450980399999997,0.248366013,0.232026144,7.68,0.33,8.66,5.72,2.94,11.93,2.94,4.25,5.72,7.68,2.12,3.76,4.58,2.61,5.23,4.58,6.7,5.39,2.45,4.74
nonDRNA,48448.1509,0.11187214599999999,6.285960579,-0.503196347,0.264840183,0.246575342,0.276255708,10.73,0.46,5.25,6.16,4.57,8.22,1.14,3.2,8.45,7.53,3.2,5.25,5.48,4.79,2.51,5.71,6.16,4.57,1.83,4.79
