ID,PAAC1_A,PAAC1_C,PAAC1_D,PAAC1_E,PAAC1_F,PAAC1_G,PAAC1_H,PAAC1_I,PAAC1_K,PAAC1_L,PAAC1_M,PAAC1_N,PAAC1_P,PAAC1_Q,PAAC1_R,PAAC1_S,PAAC1_T,PAAC1_V,PAAC1_W,PAAC1_Y,PAAC1_lam1
Seq_5113,30.0634,14.5762,27.3304,29.1524,20.0423,40.0845,10.9321,41.9065,26.4193,43.7286,5.4661,43.7286,17.3092,26.4193,22.7753,29.1524,29.1524,30.9744,9.1101,15.4872,0.08900000000000001
Seq_5114,10.166,0.9242,7.3935,15.7111,7.3935,5.5451,9.2418,12.9385,12.9385,15.7111,3.6967,11.0902,1.8484,7.3935,0.9242,12.9385,3.6967,6.4693,1.8484,6.4693,0.0758
Seq_5115,13.6438,1.8192,13.6438,10.0054,11.8246,15.4629,1.8192,15.4629,22.7396,21.83,9.0959,13.6438,10.0054,5.4575,5.4575,23.6492,6.3671,12.7342,2.7288,12.7342,0.0904
Seq_5116,37.5637,0.0,18.3238,28.4018,25.6533,30.2342,10.0781,31.1504,39.3961,51.3065,5.4971,26.5694,23.8209,13.7428,20.1561,32.9828,28.4018,26.5694,3.6648,16.4914,0.0838
Seq_5117,52.612,0.9071,19.9563,40.8197,14.5137,39.0055,8.1639,32.6558,10.8853,42.6339,13.6066,9.071,14.5137,15.4208,41.7268,26.306,22.6776,43.541,1.8142,7.2568,0.0929
Seq_5118,19.2685,0.0,9.1755,16.5158,9.1755,6.4228,18.3509,7.3404,9.1755,21.1036,6.4228,5.5053,4.5877,10.093,5.5053,13.7632,8.2579,6.4228,3.6702,5.5053,0.0825
Seq_5119,15.7849,16.7134,19.4989,10.2137,25.0701,24.1415,6.4996,18.5704,12.9993,28.7841,10.2137,15.7849,25.0701,16.7134,7.4282,44.569,29.7127,26.9271,5.5711,25.9986,0.0715
Seq_5120,35.9407,4.4926,22.4629,41.3318,24.2599,37.7377,14.3763,18.8688,17.9703,36.8392,15.2748,15.2748,18.8688,14.3763,29.651,19.7674,18.8688,38.6362,11.6807,8.9852,0.1015
Seq_5121,6.3841,3.648,9.1201,8.2081,2.736,11.8561,3.648,6.3841,9.1201,14.5921,2.736,4.56,10.0321,4.56,7.2961,9.1201,10.9441,10.0321,1.824,4.56,0.08800000000000001
Seq_5122,5.4988,4.5823,21.0786,6.4152,6.4152,5.4988,2.7494,20.1621,10.081,14.6633,13.7469,15.5798,6.4152,2.7494,10.081,11.914,17.4127,12.8304,0.0,15.5798,0.0835
Seq_5123,21.3683,2.7872,8.3615,5.5743,4.6453,26.0136,0.9291,11.1487,9.2906,8.3615,10.2196,16.723,4.6453,3.7162,3.7162,16.723,24.1555,11.1487,3.7162,2.7872,0.0709
Seq_5124,37.5949,7.3356,27.5085,34.8441,27.5085,36.678,11.9203,23.8407,33.0102,50.4322,12.8373,14.6712,18.339,31.1763,15.5881,35.761,21.0898,32.0932,4.5847,19.2559,0.0831
Seq_5125,21.9667,5.4917,18.3056,21.0514,8.2375,7.3222,8.2375,14.6444,5.4917,32.0347,9.1528,7.3222,10.9833,19.2208,17.3903,15.5597,6.4069,19.2208,0.9153,10.9833,0.0847
Seq_5126,10.1577,5.5406,7.3874,7.3874,4.6171,8.3109,0.9234,2.7703,8.3109,8.3109,1.8469,2.7703,0.9234,4.6171,1.8469,3.6937,6.464,6.464,0.0,0.0,0.0766
Seq_5127,18.2655,2.7398,7.3062,10.9593,5.4797,20.0921,9.1328,10.046,13.6992,21.9187,2.7398,12.7859,10.046,10.9593,6.3929,9.1328,7.3062,9.1328,5.4797,9.1328,0.0867
Seq_5128,23.7958,6.4066,15.5588,19.2197,16.474,21.0502,11.8979,29.2872,13.7284,38.4394,10.0675,9.1522,17.3893,10.0675,23.7958,25.6263,23.7958,30.2024,4.5761,6.4066,0.0848
Seq_5129,18.027,1.8027,8.1122,8.1122,4.5068,1.8027,5.4081,6.3095,11.7176,9.9149,1.8027,1.8027,6.3095,5.4081,3.6054,6.3095,4.5068,7.2108,1.8027,3.6054,0.0986
Seq_5130,15.4369,1.8161,8.1725,7.2644,4.5403,3.6322,5.4483,4.5403,12.7127,9.0805,1.8161,1.8161,7.2644,6.3564,3.6322,6.3564,5.4483,8.1725,1.8161,3.6322,0.0919
Seq_5131,62.6467,25.7957,23.9531,58.0403,29.4808,55.2765,12.8978,55.2765,37.7723,84.7573,30.4021,39.6148,34.0872,28.5595,39.6148,65.4105,47.9063,62.6467,6.4489,17.5042,0.0787
Seq_5132,22.0707,0.9196,5.5177,16.553,8.2765,11.955,5.5177,16.553,18.3923,23.9099,6.4373,6.4373,11.0354,18.3923,11.0354,12.8746,9.1961,20.2315,0.9196,9.1961,0.0804
Seq_5133,37.3395,0.0,23.6787,21.8573,15.4822,45.536,2.7322,37.3395,11.8394,49.1789,6.375,40.0717,42.8039,44.6253,42.8039,40.0717,38.2503,45.536,3.6429,11.8394,0.0893
Seq_5134,40.0689,10.9279,30.0517,45.5329,17.3025,49.1755,14.5705,17.3025,19.1238,92.8871,8.1959,18.2132,69.21,36.4263,61.9247,68.2993,30.9624,30.9624,12.7492,9.1066,0.0893
Seq_5135,19.2002,3.6572,13.7144,10.0573,10.0573,19.2002,4.5715,13.7144,11.8859,19.2002,8.2287,6.4001,8.2287,4.5715,13.7144,18.2859,12.8001,12.8001,0.0,10.0573,0.0857
Seq_5136,10.9931,0.9161,10.9931,8.2448,7.3287,10.077,4.5805,9.1609,3.6644,12.8253,2.7483,5.4966,11.9092,3.6644,6.4126,7.3287,10.9931,10.077,0.0,4.5805,0.0839
Seq_5137,50.9935,0.9106,25.4967,29.1391,20.9437,22.7649,10.0166,30.0497,25.4967,47.3511,10.0166,20.9437,34.6027,24.5861,20.9437,25.4967,28.2285,23.6755,8.1954,17.3013,0.0894
Seq_5138,25.4593,4.5463,12.7297,12.7297,7.2741,16.3667,5.4556,9.0926,14.5482,19.0945,4.5463,4.5463,16.3667,5.4556,16.3667,28.1871,10.0019,27.2779,1.8185,7.2741,0.0907
Seq_5139,30.0991,5.4726,15.5056,10.033,7.2968,15.5056,6.3847,8.2089,12.7693,20.9782,2.7363,6.3847,15.5056,5.4726,16.4177,21.8903,10.033,26.4508,1.8242,9.121,0.0879
Seq_5140,21.0008,1.8262,10.0439,10.0439,11.87,14.6093,9.1308,10.957,11.87,13.6962,3.6523,14.6093,10.0439,6.3916,6.3916,10.957,13.6962,12.7831,4.5654,8.2177,0.0869
Seq_5141,61.3745,0.0,39.3896,41.2217,23.817,53.1302,20.1528,29.3132,42.1377,63.2066,12.8245,43.9698,21.0689,24.733,19.2368,42.1377,32.0613,58.6264,9.1604,36.6415,0.084
Seq_5142,207.847,49.2269,216.0515,195.996,185.0567,177.7639,208.7586,154.9736,154.9736,267.1016,63.8127,139.4763,150.4156,106.6583,133.095,179.5871,172.2942,163.1781,51.9617,128.5369,0.0884
Seq_5143,53.5376,1.8148,26.3151,29.0374,13.6113,45.3709,5.4445,36.2967,29.0374,49.0006,9.9816,14.5187,16.3335,21.778,34.4819,36.2967,23.5929,40.8338,0.0,14.5187,0.0926
Seq_5144,19.0399,0.0,12.6932,16.3199,5.44,16.3199,9.9733,16.3199,13.5999,30.8264,5.44,5.44,15.4132,14.5066,17.2265,15.4132,9.0666,14.5066,4.5333,11.7866,0.0933
Seq_5145,15.5404,0.9141,6.399,7.3131,6.399,6.399,5.4848,1.8283,10.0556,13.7121,3.6566,5.4848,4.5707,7.3131,3.6566,7.3131,6.399,10.9697,0.9141,4.5707,0.0859
Seq_5146,14.4996,0.9062,8.156,7.2498,9.0622,9.9685,5.4373,0.0,11.7809,15.4058,2.7187,6.3436,3.6249,2.7187,3.6249,4.5311,5.4373,16.312,1.8124,1.8124,0.0938
Seq_5147,12.7942,1.8277,13.708,12.7942,6.3971,10.0526,1.8277,4.5693,10.0526,9.1387,3.6555,6.3971,1.8277,1.8277,0.9139,6.3971,11.8803,12.7942,0.0,7.311,0.0861
Seq_5148,38.8421,0.0,13.8722,11.0977,3.6992,9.2481,0.9248,10.1729,15.7218,19.421,7.3985,7.3985,4.6241,12.0225,4.6241,12.0225,12.0225,13.8722,1.8496,4.6241,0.0752
Seq_5149,50.6953,0.9053,29.874,28.9688,20.8213,30.7793,9.0527,25.3477,27.1582,40.7373,10.8633,20.8213,31.6846,16.2949,21.7266,23.5371,28.9688,33.4951,7.2422,17.2002,0.0947
Seq_5150,5.4878,0.9146,5.4878,8.2317,3.6585,3.6585,4.5732,6.4024,10.9756,9.1463,1.8293,3.6585,0.9146,1.8293,1.8293,3.6585,2.7439,5.4878,0.9146,3.6585,0.0854
Seq_5151,26.5725,1.8326,7.3304,10.9955,3.6652,8.2467,4.5815,10.9955,1.8326,21.0748,2.7489,6.4141,10.0792,8.2467,13.7444,6.4141,3.6652,9.1629,1.8326,2.7489,0.0837
Seq_5152,27.3682,13.6841,27.3682,29.1927,17.3332,21.8945,12.7718,19.1577,25.5436,40.14,16.4209,13.6841,15.5086,18.2454,27.3682,42.8768,15.5086,20.9823,0.9123,7.2982,0.0877
Seq_5153,36.7598,7.352,16.5419,40.4357,18.3799,29.4078,11.9469,21.1369,25.7318,53.3016,13.7849,14.7039,17.4609,17.4609,19.2989,33.0838,22.9748,28.4888,3.676,14.7039,0.081
Seq_5154,33.276,1.7987,37.7728,17.0877,25.1819,43.1689,10.7922,20.6851,28.7793,35.9741,11.6916,19.7858,23.3832,16.1883,19.7858,26.9806,40.4709,29.6786,22.4838,28.7793,0.1006
Seq_5155,26.6661,2.7586,14.7124,14.7124,8.2757,22.0685,7.3562,28.5052,15.6319,28.5052,5.5171,8.2757,10.1147,12.8733,9.1952,13.7928,20.2295,19.31,0.0,4.5976,0.0805
Seq_5156,10.8575,0.9048,19.0006,10.8575,9.0479,18.0958,2.7144,31.6676,25.3341,19.9053,6.3335,19.0006,6.3335,3.6192,8.1431,11.7622,5.4287,13.5718,1.8096,10.8575,0.0952
Seq_5157,30.2563,1.8337,13.7528,8.2517,6.418,9.1686,2.7506,7.3349,7.3349,15.5866,9.1686,1.8337,11.9191,7.3349,7.3349,8.2517,15.5866,14.6697,1.8337,8.2517,0.0831
Seq_5158,10.9863,0.9155,10.0707,15.5639,4.5776,10.9863,5.4931,12.8173,10.0707,13.7328,5.4931,6.4086,10.9863,3.6621,8.2397,10.0707,9.1552,13.7328,0.0,5.4931,0.0845
Seq_5159,19.0899,0.0,8.1814,10.9085,7.2724,6.3633,5.4543,6.3633,4.5452,26.3623,4.5452,9.0905,8.1814,6.3633,12.7266,11.8176,8.1814,17.2719,0.909,1.8181,0.091
Seq_5160,15.6384,0.0,11.9588,20.2379,16.5583,15.6384,9.1991,24.8375,11.9588,39.556,6.4393,10.119,6.4393,11.9588,14.7185,14.7185,12.8787,21.1578,2.7597,9.1991,0.0801
Seq_5161,227.3982,302.2844,358.9056,214.6128,121.4617,343.3805,117.8087,178.9962,157.9915,278.54,65.7537,227.3982,210.0466,150.6856,252.9691,281.2797,237.4439,223.7452,80.3656,118.722,0.0868
Seq_5162,35.5391,1.8225,22.7815,22.7815,11.8464,27.3378,11.8464,21.8702,17.3139,30.9828,10.9351,13.6689,24.604,20.959,16.4027,16.4027,9.1126,30.9828,2.7338,17.3139,0.0887
Seq_5163,20.3683,5.555,15.7392,18.5167,5.555,17.5908,4.6292,13.8875,16.665,18.5167,5.555,15.7392,12.9617,6.4808,5.555,22.22,13.8875,18.5167,0.9258,8.3325,0.0742
Seq_5164,15.3421,13.5372,15.3421,24.3669,8.1223,26.1719,9.0248,23.4645,24.3669,13.5372,3.6099,14.4397,14.4397,7.2198,18.9521,25.2694,15.3421,12.6347,9.0248,12.6347,0.0975
Seq_5165,32.6113,7.2469,20.835,23.5526,19.9291,27.1761,8.1528,19.9291,9.9646,47.1052,9.9646,4.5293,20.835,16.3056,25.3643,21.7408,15.3998,24.4585,4.5293,7.2469,0.0941
Seq_5166,8.141,2.7137,6.3319,3.6182,5.4273,19.9002,3.6182,7.2364,7.2364,16.282,0.9046,5.4273,4.5228,3.6182,9.0456,18.0911,5.4273,11.7592,2.7137,9.0456,0.0954
Seq_5167,10.0136,1.8207,3.6413,7.2826,1.8207,5.462,5.462,8.193,3.6413,6.3723,5.462,0.9103,5.462,6.3723,3.6413,4.5516,3.6413,8.193,0.9103,1.8207,0.0897
Seq_5168,5.4546,0.0,8.1818,9.0909,6.3637,7.2727,1.8182,7.2727,7.2727,7.2727,3.6364,8.1818,2.7273,0.9091,5.4546,6.3637,6.3637,10.0,0.9091,3.6364,0.0909
Seq_5169,6.3577,0.0,6.3577,9.9906,6.3577,8.1742,1.8165,7.2659,7.2659,7.2659,3.633,8.1742,2.7247,0.9082,5.4494,6.3577,5.4494,9.9906,0.9082,3.633,0.0918
Seq_5170,46.185,14.4894,35.3179,32.6012,30.79,38.0347,14.4894,28.0732,34.4124,70.6359,10.8671,34.4124,38.9403,29.8844,45.2794,41.6571,36.2235,35.3179,12.6782,14.4894,0.0944
Seq_5171,22.4057,0.8962,8.9623,21.5095,8.9623,17.9246,1.7925,17.0284,12.5472,19.717,4.4811,7.1698,2.6887,4.4811,18.8208,10.7548,6.2736,19.717,1.7925,3.5849,0.1038
Seq_5172,41.8749,5.4619,20.9374,31.8613,14.5652,32.7716,3.6413,24.5787,21.8478,37.3233,10.0136,26.3994,9.1032,7.2826,16.3858,19.1168,20.9374,20.9374,0.9103,10.9239,0.0897
Seq_5173,18.2445,8.21,21.8934,23.7178,32.84,24.63,9.1222,48.3478,56.5578,44.6989,2.7367,45.6112,14.5956,15.5078,10.9467,26.4545,26.4545,25.5422,6.3856,23.7178,0.0878
Seq_5174,29.7796,1.8612,7.4449,3.7225,13.0286,24.1959,5.5837,22.3347,10.2367,39.0858,12.098,3.7225,14.8898,3.7225,8.3755,22.3347,18.6123,31.6408,4.6531,8.3755,0.0694
Seq_5175,8.2171,2.739,10.0431,8.2171,7.3041,11.8691,8.2171,13.6951,11.8691,18.2601,2.739,7.3041,7.3041,7.3041,3.652,6.391,8.2171,14.6081,0.913,7.3041,0.087
Seq_5176,8.2174,2.7391,10.0435,8.2174,7.3044,11.8696,8.2174,13.6957,11.8696,18.2609,2.7391,7.3044,6.3913,7.3044,3.6522,7.3044,8.2174,14.6088,0.913,7.3044,0.087
Seq_5177,34.5081,5.4486,19.9784,24.5189,5.4486,24.5189,8.173,9.0811,9.0811,25.427,4.5405,4.5405,16.3459,18.1622,27.2432,23.6108,21.7946,22.7027,9.0811,14.5297,0.0919
Seq_5178,34.5298,5.4521,19.9909,22.717,5.4521,24.5343,8.1781,9.0868,8.1781,25.443,4.5434,5.4521,16.3562,18.1736,26.3517,23.6256,23.6256,23.6256,9.0868,14.5389,0.0913
Seq_5179,47.9133,11.0569,26.7209,20.271,25.7995,47.9133,10.1355,18.4282,17.5068,27.6423,9.2141,32.2493,20.271,18.4282,12.8997,45.1491,35.935,35.0136,9.2141,25.7995,0.0786
Seq_5180,19.2855,1.8367,9.1836,12.857,6.4285,13.7753,3.6734,9.1836,22.9589,18.3671,7.3468,9.1836,6.4285,7.3468,6.4285,17.4488,13.7753,16.5304,0.9184,9.1836,0.0816
Seq_5181,37.7625,0.0,9.8902,30.5696,8.9911,23.3768,8.092,13.4866,14.3857,26.9732,6.2937,7.1928,10.7893,1.7982,21.5785,11.6884,10.7893,25.175,0.0,5.3946,0.1009
Seq_5182,25.4457,4.5439,18.1755,24.537,9.0878,14.5404,3.6351,15.4492,20.9019,35.4423,11.8141,6.3614,8.179,14.5404,14.5404,18.1755,10.9053,13.6316,4.5439,0.9088,0.0912
Seq_5183,37.5558,13.7399,15.5719,21.0679,16.4879,37.5558,7.328,19.2359,17.4039,33.8919,12.8239,12.8239,11.908,18.3199,21.9839,28.3959,16.4879,24.7319,3.664,9.16,0.084
Seq_5184,19.1618,0.0,11.8621,8.2122,5.4748,10.9496,3.6499,10.9496,6.3873,15.5119,3.6499,2.7374,6.3873,4.5623,9.1247,10.9496,10.0371,11.8621,0.9125,8.2122,0.0875
Seq_5185,193.6696,32.7329,176.3939,351.8786,73.649,100.9264,80.0137,155.4812,267.3186,413.7074,72.7398,150.0258,119.1114,279.1388,180.0309,220.947,181.8494,179.1217,65.4658,56.3733,0.0908
Seq_5186,15.4234,1.8145,12.7016,13.6089,10.8871,9.0726,9.0726,12.7016,6.3508,17.2379,4.5363,6.3508,7.2581,7.2581,9.0726,9.9798,7.2581,11.7943,2.7218,5.4435,0.0927
Seq_5187,28.7032,0.0,21.5274,35.879,8.9698,30.4972,3.5879,43.0548,38.57,24.2184,13.4546,17.9395,14.3516,7.1758,17.9395,6.2788,13.4546,19.7335,5.3819,16.1456,0.10300000000000001
Seq_5188,29.5689,8.3163,20.3286,29.5689,8.3163,15.7085,9.2403,10.1643,24.9488,26.7968,13.8604,24.9488,12.9364,23.1007,18.4806,52.6696,24.0247,15.7085,3.6961,13.8604,0.076
Seq_5189,12.7403,1.82,10.0102,9.1002,4.5501,10.9202,13.6503,3.6401,2.7301,18.2004,3.6401,2.7301,7.2802,4.5501,9.1002,6.3701,6.3701,12.7403,0.0,3.6401,0.09
Seq_5190,20.9634,3.6458,40.1039,41.9268,28.255,30.0779,17.3176,27.3436,37.3695,51.9528,15.4947,38.281,24.6092,17.3176,23.6977,22.7863,24.6092,49.2184,9.1145,21.8748,0.0885
Seq_5191,92.4204,15.5559,120.787,113.4666,69.544,119.872,39.3473,107.0612,67.7139,119.872,28.3667,104.3161,106.1462,84.1849,104.3161,162.8795,141.8333,129.0225,25.6215,67.7139,0.0849
Seq_5192,26.7659,1.7844,18.7361,24.9815,15.1673,26.7659,7.1376,11.5986,18.7361,36.5801,5.3532,6.2454,13.383,3.5688,24.9815,5.3532,11.5986,21.4127,0.8922,14.2751,0.1078
Seq_5193,68.1339,14.7316,42.3535,74.579,35.9084,75.4997,25.7804,51.5608,56.1644,104.963,23.0182,37.7498,55.2437,33.1462,47.8778,63.5302,50.64,59.8473,8.2866,34.9877,0.0793
Seq_5194,36.3812,2.7286,23.6478,19.1002,33.6526,41.8384,8.1858,23.6478,33.6526,37.2908,10.0048,24.5573,20.0097,11.8239,16.3716,29.105,20.0097,31.8336,9.0953,28.1955,0.0905
Seq_5195,88.1823,17.4528,62.4625,144.2149,52.3583,81.7524,22.0456,65.2182,137.7849,173.609,41.3355,68.8925,80.8338,112.0651,76.241,129.5178,78.9967,63.3811,25.7199,36.7426,0.0814
Seq_5196,22.6254,6.3351,18.1003,23.5305,12.6702,12.6702,5.4301,11.7652,12.6702,25.3405,10.8602,9.9552,15.3853,9.0502,19.0054,18.1003,9.9552,17.1953,4.5251,17.1953,0.095
Seq_5197,24.7629,7.3371,11.9229,18.3429,16.5086,25.68,3.6686,9.1714,13.7571,33.9343,10.0886,12.84,17.4257,6.42,11.9229,19.26,10.0886,23.8457,0.0,11.0057,0.0829
Seq_5198,16.3284,7.2571,14.5141,27.214,13.607,27.214,1.8143,25.3997,26.3069,34.471,5.4428,10.8856,8.1642,6.3499,15.4213,20.8641,19.0498,11.7927,3.6285,10.8856,0.0929
Seq_5199,9.8452,0.0,7.1602,11.6353,4.4751,8.0552,2.6851,5.3701,6.2651,14.3203,4.4751,2.6851,2.6851,0.0,11.6353,4.4751,7.1602,19.6905,0.895,2.6851,0.105
Seq_5200,7.294,4.5587,9.1175,13.6762,3.647,12.7645,7.294,11.8527,8.2057,16.4114,3.647,4.5587,6.3822,7.294,10.0292,10.941,11.8527,15.4997,0.9117,4.5587,0.0883
Seq_5201,26.1222,3.6031,10.8092,19.8168,9.0076,15.313,1.8015,9.9084,10.8092,16.2137,4.5038,3.6031,9.0076,9.0076,13.5115,10.8092,5.4046,17.1145,0.9008,0.9008,0.0992
Seq_5202,133.6423,12.7278,76.3671,76.3671,41.8201,102.7319,37.2744,52.7296,39.0927,116.3688,31.8196,49.0931,55.457,48.184,69.094,58.1844,56.3662,78.1853,17.2735,24.5466,0.0909
Seq_5203,5.4633,1.8211,12.7476,12.7476,11.8371,13.6582,1.8211,10.016,16.3898,10.9265,6.3738,17.3004,5.4633,6.3738,7.2844,10.9265,6.3738,16.3898,1.8211,1.8211,0.0895
Seq_5204,45.5631,17.314,30.9829,32.8055,30.0717,34.628,16.4027,28.2491,33.7167,61.0546,18.2253,15.4915,36.4505,24.6041,34.628,51.942,28.2491,39.1843,10.9352,12.7577,0.0887
Seq_5205,57.1016,0.9064,46.2251,71.6036,16.3148,54.3825,15.4084,51.6634,52.5698,74.3228,14.502,25.3785,19.9403,32.6295,52.5698,42.5996,38.0678,54.3825,1.8128,11.7829,0.0936
Seq_5206,9.9622,0.0,9.9622,11.7735,11.7735,9.9622,3.6226,3.6226,4.5283,16.3017,2.717,8.1509,6.3396,5.4339,11.7735,5.4339,9.0565,12.6791,2.717,5.4339,0.0943
Seq_5207,21.3241,1.8543,13.907,19.4698,6.4899,17.6155,4.6357,18.5427,5.5628,10.1985,6.4899,13.907,13.907,7.4171,4.6357,16.6884,11.1256,26.8869,0.9271,7.4171,0.0729
Seq_5208,65.5117,22.1448,53.5166,56.2847,32.2945,81.1976,10.1497,56.2847,40.5988,71.9706,16.6086,44.2896,45.2123,38.7534,36.908,78.4295,75.6614,66.4344,4.6135,24.9129,0.0773
Seq_5209,27.5975,0.0,11.039,9.1992,4.5996,20.2381,5.5195,11.9589,13.7987,14.7186,6.4394,4.5996,3.6797,6.4394,5.5195,12.8788,16.5585,19.3182,0.9199,10.1191,0.0801
Seq_5210,2.8088,0.9363,0.0,1.8725,2.8088,2.8088,0.0,2.8088,0.0,4.6813,3.7451,0.0,2.8088,0.0,0.0,1.8725,0.9363,3.7451,1.8725,1.8725,0.0637
Seq_5211,17.307,9.1089,27.3268,25.505,16.3961,34.614,9.1089,29.1486,24.5942,29.1486,8.1981,20.0397,9.1089,21.8615,18.2179,26.4159,32.7922,9.1089,8.1981,20.0397,0.0891
Seq_5212,46.8281,0.0,20.7124,15.3092,14.4086,26.1157,9.0054,14.4086,18.9113,31.5189,3.6022,1.8011,15.3092,9.0054,17.1103,15.3092,18.0108,20.7124,4.5027,6.3038,0.0995
Seq_5213,31.9304,4.5615,30.1058,28.2812,32.8427,27.3689,13.6845,15.5091,26.4566,39.2288,9.123,13.6845,30.1058,11.8599,18.246,32.8427,18.246,22.8074,8.2107,19.1583,0.0877
Seq_5214,21.0282,2.7428,19.1996,21.0282,17.3711,26.5138,6.3999,23.771,15.5426,21.0282,7.3141,21.9424,20.1139,10.057,16.4568,28.3423,23.771,10.9712,10.057,23.771,0.0857
Seq_5215,14.3769,7.1885,4.4928,15.2755,9.8841,13.4784,4.4928,8.9856,8.9856,10.7827,6.2899,15.2755,9.8841,17.0726,15.2755,12.5798,8.087,11.6813,6.2899,7.1885,0.1014
Seq_5216,8.1714,2.7238,8.1714,13.6189,9.0793,8.1714,9.0793,17.2507,12.711,14.5269,4.5396,7.2634,6.3555,5.4476,3.6317,9.9872,5.4476,6.3555,4.5396,5.4476,0.0921
Seq_5217,22.7695,3.6431,12.7509,10.0186,1.8216,10.9294,5.4647,14.5725,4.5539,15.4833,5.4647,4.5539,5.4647,6.3755,11.8401,3.6431,8.197,11.8401,3.6431,1.8216,0.0892
Seq_5218,1.8132,3.6263,3.6263,1.8132,1.8132,3.6263,1.8132,8.1592,2.7197,4.5329,2.7197,1.8132,3.6263,0.9066,5.4395,2.7197,2.7197,3.6263,0.9066,1.8132,0.0934
Seq_5219,16.4585,3.6574,16.4585,17.3729,17.3729,25.6021,4.5718,30.174,22.8591,32.917,5.4862,15.5442,15.5442,5.4862,11.8867,22.8591,21.9447,12.8011,3.6574,11.8867,0.0856
Seq_5220,36.0285,1.8014,29.7235,18.915,18.0143,44.1349,5.4043,18.0143,18.0143,19.8157,14.4114,27.9221,8.1064,19.8157,15.3121,25.22,22.5178,21.6171,17.1135,19.8157,0.0993
Seq_5221,15.3681,2.712,19.8882,35.2563,15.3681,15.3681,3.616,17.1762,33.4483,22.6002,6.3281,8.1361,17.1762,2.712,13.5601,14.4641,15.3681,30.7363,6.3281,8.1361,0.096
Seq_5222,47.7295,9.1787,41.3043,36.715,28.4541,56.9082,11.9324,28.4541,12.8502,58.744,16.5217,31.2077,34.8792,22.9469,26.6184,34.8792,30.2899,40.3865,5.5072,12.8502,0.0821
Seq_5223,31.4844,11.6942,32.3839,55.7723,26.087,39.5803,8.9955,27.8861,52.1741,45.8772,14.3928,18.8906,31.4844,14.3928,34.183,15.2924,25.1875,40.4799,18.8906,25.1875,0.1004
Seq_5224,29.8704,3.6207,19.9136,18.1033,17.1981,38.922,12.6723,11.7671,10.862,36.2065,8.1465,18.1033,17.1981,11.7671,23.5342,24.4394,22.6291,27.1549,8.1465,17.1981,0.0948
Seq_5225,30.746,3.6172,20.7987,18.0859,16.2773,38.8846,11.7558,9.9472,11.7558,36.1717,8.1386,17.1816,18.0859,10.8515,25.3202,23.5116,21.703,28.9374,9.0429,16.2773,0.0957
Seq_5226,20.0775,1.8252,11.864,10.9514,7.3009,20.9901,6.3883,9.1261,16.4271,20.0775,7.3009,7.3009,13.6892,6.3883,9.1261,10.9514,12.7766,23.728,4.5631,10.9514,0.0874
Seq_5227,18.309,0.9154,8.239,18.309,9.1545,13.7317,6.4081,7.3236,11.9008,21.9708,6.4081,13.7317,5.4927,2.7463,8.239,9.1545,5.4927,11.9008,1.8309,3.6618,0.0846
Seq_5228,23.7862,3.6594,11.8931,12.8079,3.6594,16.4674,7.3188,22.8713,10.0634,19.2119,5.4891,4.5743,3.6594,12.8079,8.2337,9.1485,13.7228,12.8079,1.8297,7.3188,0.0851
Seq_5229,23.7179,11.859,14.5956,30.1035,12.7712,29.1913,10.0345,18.2446,20.9812,38.3136,15.5079,20.069,16.4201,15.5079,29.1913,27.3668,14.5956,23.7179,2.7367,8.2101,0.0878
Seq_5230,108.4987,7.294,74.7638,57.4405,47.4112,99.3812,18.2351,64.7345,87.5284,72.9403,24.6174,66.558,99.3812,43.7642,35.5584,105.7634,132.2043,70.205,51.97,79.3226,0.0882
Seq_5231,39.1964,1.8231,12.7616,14.5847,8.2039,27.3463,6.3808,17.3193,21.877,31.904,10.027,12.7616,20.9655,21.877,11.8501,20.054,18.2309,24.6117,11.8501,13.6732,0.0885
Seq_5232,19.1575,0.9123,12.7717,10.9471,7.2981,8.2103,5.4736,9.1226,12.7717,22.8065,2.7368,5.4736,9.1226,4.5613,9.1226,11.8594,8.2103,13.6839,1.8245,8.2103,0.0877
Seq_5233,9.1199,2.736,5.4719,17.3278,3.648,11.8558,2.736,6.3839,9.1199,9.1199,3.648,4.5599,5.4719,5.4719,11.8558,13.6798,8.2079,16.4158,2.736,7.2959,0.08800000000000001
Seq_5234,35.6848,0.0,16.4699,19.2149,16.4699,14.6399,2.745,10.0649,30.1948,31.1098,9.15,14.6399,10.9799,16.4699,4.575,18.2999,16.4699,19.2149,0.0,14.6399,0.085
Seq_5235,30.2322,6.4129,29.3161,21.9871,24.7355,46.7225,11.9097,22.9032,21.9871,36.6451,10.9935,25.6516,32.0645,12.8258,19.2387,30.2322,32.9806,35.729,12.8258,19.2387,0.0839
Seq_5236,9.1476,10.9771,14.6361,16.4657,12.8066,11.8919,7.3181,10.9771,12.8066,15.5509,2.7443,9.1476,12.8066,9.1476,7.3181,19.2099,9.1476,10.0623,5.4886,8.2328,0.0852
Seq_5237,13.6485,0.0,9.099,14.5584,7.2792,8.1891,4.5495,8.1891,9.099,14.5584,7.2792,4.5495,5.4594,8.1891,5.4594,12.7386,3.6396,10.9188,2.7297,6.3693,0.0901
